Timestamp,Detection Status,Number of Circles
2025-03-11 02:16:23.574046,Missed,0
2025-03-11 02:16:23.674627,Missed,0
2025-03-11 02:16:23.771297,Missed,0
2025-03-11 02:16:23.874138,Missed,0
2025-03-11 02:16:23.973924,Missed,0
2025-03-11 02:16:24.074009,Missed,0
2025-03-11 02:16:24.171615,Missed,0
2025-03-11 02:16:24.273409,Missed,0
2025-03-11 02:16:24.373876,Missed,0
2025-03-11 02:16:24.471688,Missed,0
2025-03-11 02:16:24.571588,Missed,0
2025-03-11 02:16:24.673389,Missed,0
2025-03-11 02:16:24.772903,Missed,0
2025-03-11 02:16:24.872442,Missed,0
2025-03-11 02:16:24.972786,Missed,0
2025-03-11 02:16:25.072828,Missed,0
2025-03-11 02:16:25.172533,Missed,0
2025-03-11 02:16:25.270529,Missed,0
2025-03-11 02:16:25.370814,Missed,0
2025-03-11 02:16:25.471055,Missed,0
2025-03-11 02:16:25.574165,Missed,0
2025-03-11 02:16:25.672974,Missed,0
2025-03-11 02:16:25.773168,Missed,0
2025-03-11 02:16:25.872370,Missed,0
2025-03-11 02:16:25.972673,Missed,0
2025-03-11 02:16:26.072854,Missed,0
2025-03-11 02:16:26.173076,Missed,0
2025-03-11 02:16:26.272504,Missed,0
2025-03-11 02:16:26.372910,Missed,0
2025-03-11 02:16:26.473178,Missed,0
2025-03-11 02:16:26.572831,Missed,0
2025-03-11 02:16:26.669235,Missed,0
2025-03-11 02:16:26.772473,Missed,0
2025-03-11 02:16:26.872592,Missed,0
2025-03-11 02:16:26.972448,Missed,0
2025-03-11 02:16:27.072354,Missed,0
2025-03-11 02:16:27.172429,Missed,0
2025-03-11 02:16:27.272119,Missed,0
2025-03-11 02:16:27.372255,Missed,0
2025-03-11 02:16:27.472342,Missed,0
2025-03-11 02:16:27.588225,Missed,0
2025-03-11 02:16:27.706558,Missed,0
2025-03-11 02:16:27.802480,Missed,0
2025-03-11 02:16:27.906639,Missed,0
2025-03-11 02:16:28.005061,Missed,0
2025-03-11 02:16:28.105324,Missed,0
2025-03-11 02:16:28.204457,Missed,0
2025-03-11 02:16:28.303271,Missed,0
2025-03-11 02:16:28.404027,Missed,0
2025-03-11 02:16:28.505261,Missed,0
2025-03-11 02:16:28.602645,Missed,0
2025-03-11 02:16:28.705482,Missed,0
2025-03-11 02:16:28.804319,Missed,0
2025-03-11 02:16:28.905122,Missed,0
2025-03-11 02:16:29.005062,Missed,0
2025-03-11 02:16:29.104921,Missed,0
2025-03-11 02:16:29.205060,Missed,0
2025-03-11 02:16:29.303993,Missed,0
2025-03-11 02:16:29.411456,Missed,0
2025-03-11 02:16:29.502094,Missed,0
2025-03-11 02:16:29.604064,Missed,0
2025-03-11 02:16:29.704464,Missed,0
2025-03-11 02:16:29.804549,Missed,0
2025-03-11 02:16:29.903986,Missed,0
2025-03-11 02:16:30.004520,Missed,0
2025-03-11 02:16:30.103995,Missed,0
2025-03-11 02:16:30.203565,Missed,0
2025-03-11 02:16:30.303828,Missed,0
2025-03-11 02:16:30.404199,Missed,0
2025-03-11 02:16:30.504178,Missed,0
2025-03-11 02:16:30.600865,Missed,0
2025-03-11 02:16:30.703441,Missed,0
2025-03-11 02:16:30.803957,Missed,0
2025-03-11 02:16:30.903793,Missed,0
2025-03-11 02:16:31.004096,Missed,0
2025-03-11 02:16:31.103430,Missed,0
2025-03-11 02:16:31.203219,Missed,0
2025-03-11 02:16:31.302012,Missed,0
2025-03-11 02:16:31.402185,Missed,0
2025-03-11 02:16:31.502941,Missed,0
2025-03-11 02:16:31.603702,Missed,0
2025-03-11 02:16:31.700644,Missed,0
2025-03-11 02:16:31.802383,Missed,0
2025-03-11 02:16:31.901274,Missed,0
2025-03-11 02:16:32.004769,Missed,0
2025-03-11 02:16:32.103765,Missed,0
2025-03-11 02:16:32.203133,Missed,0
2025-03-11 02:16:32.301856,Missed,0
2025-03-11 02:16:32.402810,Missed,0
2025-03-11 02:16:32.500182,Missed,0
2025-03-11 02:16:32.606582,Detected,1
2025-03-11 02:16:32.706881,Missed,0
2025-03-11 02:16:32.811414,Missed,0
2025-03-11 02:16:32.904868,Missed,0
2025-03-11 02:16:33.001717,Missed,0
2025-03-11 02:16:33.102269,Missed,0
2025-03-11 02:16:33.203805,Missed,0
2025-03-11 02:16:33.302786,Missed,0
2025-03-11 02:16:33.403127,Missed,0
2025-03-11 02:16:33.500550,Missed,0
2025-03-11 02:16:33.601690,Missed,0
2025-03-11 02:16:33.700650,Missed,0
2025-03-11 02:16:33.799801,Missed,0
2025-03-11 02:16:33.900710,Missed,0
2025-03-11 02:16:34.002494,Missed,0
2025-03-11 02:16:34.102292,Missed,0
2025-03-11 02:16:34.200434,Missed,0
2025-03-11 02:16:34.300248,Missed,0
2025-03-11 02:16:34.402322,Missed,0
2025-03-11 02:16:34.502257,Missed,0
2025-03-11 02:16:34.599939,Missed,0
2025-03-11 02:16:34.702062,Missed,0
2025-03-11 02:16:34.801410,Missed,0
2025-03-11 02:16:34.899414,Missed,0
2025-03-11 02:16:35.001415,Missed,0
2025-03-11 02:16:35.101715,Missed,0
2025-03-11 02:16:35.199980,Missed,0
2025-03-11 02:16:35.301981,Missed,0
2025-03-11 02:16:35.401702,Missed,0
2025-03-11 02:16:35.501548,Missed,0
2025-03-11 02:16:35.666947,Missed,0
2025-03-11 02:16:35.766788,Missed,0
2025-03-11 02:16:35.865111,Missed,0
2025-03-11 02:16:35.968187,Missed,0
2025-03-11 02:16:36.068343,Missed,0
2025-03-11 02:16:36.167786,Missed,0
2025-03-11 02:16:36.265102,Missed,0
2025-03-11 02:16:36.366510,Missed,0
2025-03-11 02:16:36.466893,Missed,0
2025-03-11 02:16:36.567952,Missed,0
2025-03-11 02:16:36.667915,Missed,0
2025-03-11 02:16:36.767025,Missed,0
2025-03-11 02:16:36.867908,Missed,0
2025-03-11 02:16:36.967477,Missed,0
2025-03-11 02:16:37.067332,Missed,0
2025-03-11 02:16:37.167735,Missed,0
2025-03-11 02:16:37.273782,Missed,0
2025-03-11 02:16:37.366586,Missed,0
2025-03-11 02:16:37.467263,Missed,0
2025-03-11 02:16:37.567237,Missed,0
2025-03-11 02:16:37.667275,Missed,0
2025-03-11 02:16:37.767475,Missed,0
2025-03-11 02:16:37.864901,Missed,0
2025-03-11 02:16:37.967156,Missed,0
2025-03-11 02:16:38.066843,Missed,0
2025-03-11 02:16:38.166794,Missed,0
2025-03-11 02:16:38.266668,Missed,0
2025-03-11 02:16:38.367030,Missed,0
2025-03-11 02:16:38.466657,Missed,0
2025-03-11 02:16:38.566285,Missed,0
2025-03-11 02:16:38.666669,Missed,0
2025-03-11 02:16:38.765109,Missed,0
2025-03-11 02:16:38.867491,Missed,0
2025-03-11 02:16:38.966765,Missed,0
2025-03-11 02:16:39.066878,Missed,0
2025-03-11 02:16:39.165864,Missed,0
2025-03-11 02:16:39.266685,Missed,0
2025-03-11 02:16:39.366602,Missed,0
2025-03-11 02:16:39.465663,Missed,0
2025-03-11 02:16:39.566129,Missed,0
2025-03-11 02:16:39.665182,Missed,0
2025-03-11 02:16:39.766559,Missed,0
2025-03-11 02:16:39.865082,Missed,0
2025-03-11 02:16:39.965235,Missed,0
2025-03-11 02:16:40.065708,Missed,0
2025-03-11 02:16:40.168381,Missed,0
2025-03-11 02:16:40.265572,Missed,0
2025-03-11 02:16:40.365404,Missed,0
2025-03-11 02:16:40.466530,Missed,0
2025-03-11 02:16:40.565189,Missed,0
2025-03-11 02:16:40.665077,Missed,0
2025-03-11 02:16:40.766289,Missed,0
2025-03-11 02:16:40.865162,Missed,0
2025-03-11 02:16:40.965612,Missed,0
2025-03-11 02:16:41.065292,Missed,0
2025-03-11 02:16:41.163981,Missed,0
2025-03-11 02:16:41.258664,Missed,0
2025-03-11 02:16:41.362139,Missed,0
2025-03-11 02:16:41.465508,Missed,0
2025-03-11 02:16:41.600170,Missed,0
2025-03-11 02:16:41.695823,Missed,0
2025-03-11 02:16:41.830337,Missed,0
2025-03-11 02:16:41.932762,Missed,0
2025-03-11 02:16:42.028998,Missed,0
2025-03-11 02:16:42.132134,Missed,0
2025-03-11 02:16:42.232619,Missed,0
2025-03-11 02:16:42.327529,Missed,0
2025-03-11 02:16:42.432296,Missed,0
2025-03-11 02:16:42.529348,Missed,0
2025-03-11 02:16:42.632772,Missed,0
2025-03-11 02:16:42.728837,Missed,0
2025-03-11 02:16:42.827504,Missed,0
2025-03-11 02:16:42.931476,Missed,0
2025-03-11 02:16:43.031166,Missed,0
2025-03-11 02:16:43.130322,Missed,0
2025-03-11 02:16:43.231218,Missed,0
2025-03-11 02:16:43.330080,Missed,0
